date,item,category,price,unit_cost,units_sold,day_of_week
2025-03-24,Latte,Coffee,4.75,1.1,62,Monday
2025-03-24,Cappuccino,Coffee,4.5,1.05,32,Monday
2025-03-24,Cold Brew,Coffee,4.95,1.2,43,Monday
2025-03-24,Espresso Shot,Coffee,2.75,0.45,23,Monday
2025-03-24,Matcha Latte,Tea,5.25,1.6,27,Monday
2025-03-24,Chai Latte,Tea,4.95,1.15,30,Monday
2025-03-24,Iced Tea,Tea,3.5,0.5,20,Monday
2025-03-24,Croissant,Pastry,3.75,1.1,32,Monday
2025-03-24,Blueberry Muffin,Pastry,3.95,1.0,31,Monday
2025-03-24,Avocado Toast,Food,8.5,2.6,24,Monday
2025-03-24,Breakfast Sandwich,Food,7.25,2.4,38,Monday
2025-03-24,Bagel & Cream Cheese,Food,4.5,1.3,23,Monday
2025-03-24,Granola Bowl,Food,6.75,1.9,15,Monday
2025-03-24,Bottled Water,Other,2.25,0.35,21,Monday
2025-03-25,Drip Coffee,Coffee,3.25,0.55,87,Tuesday
2025-03-25,Latte,Coffee,4.75,1.1,81,Tuesday
2025-03-25,Cappuccino,Coffee,4.5,1.05,42,Tuesday
2025-03-25,Cold Brew,Coffee,4.95,1.2,58,Tuesday
2025-03-25,Espresso Shot,Coffee,2.75,0.45,21,Tuesday
2025-03-25,Matcha Latte,Tea,5.25,1.6,25,Tuesday
2025-03-25,Chai Latte,Tea,4.95,1.15,26,Tuesday
2025-03-25,Iced Tea,Tea,3.5,0.5,15,Tuesday
2025-03-25,Croissant,Pastry,3.75,1.1,31,Tuesday
2025-03-25,Blueberry Muffin,Pastry,3.95,1.0,31,Tuesday
2025-03-25,Avocado Toast,Food,8.5,2.6,19,Tuesday
2025-03-25,Breakfast Sandwich,Food,7.25,2.4,38,Tuesday
2025-03-25,Bagel & Cream Cheese,Food,4.5,1.3,21,Tuesday
2025-03-25,Granola Bowl,Food,6.75,1.9,13,Tuesday
2025-03-25,Bottled Water,Other,2.25,0.35,19,Tuesday
2025-03-26,Drip Coffee,Coffee,3.25,0.55,87,Wednesday
2025-03-26,Latte,Coffee,4.75,1.1,72,Wednesday
2025-03-26,Cappuccino,Coffee,4.5,1.05,48,Wednesday
2025-03-26,Cold Brew,Coffee,4.95,1.2,64,Wednesday
2025-03-26,Espresso Shot,Coffee,2.75,0.45,22,Wednesday
2025-03-26,Matcha Latte,Tea,5.25,1.6,35,Wednesday
2025-03-26,Chai Latte,Tea,4.95,1.15,26,Wednesday
2025-03-26,Iced Tea,Tea,3.5,0.5,20,Wednesday
2025-03-26,Croissant,Pastry,3.75,1.1,35,Wednesday
2025-03-26,Blueberry Muffin,Pastry,3.95,1.0,34,Wednesday
2025-03-26,Avocado Toast,Food,8.5,2.6,19,Wednesday
2025-03-26,Breakfast Sandwich,Food,7.25,2.4,40,Wednesday
2025-03-26,Bagel & Cream Cheese,Food,4.5,1.3,28,Wednesday
2025-03-26,Granola Bowl,Food,6.75,1.9,15,Wednesday
2025-03-26,Bottled Water,Other,2.25,0.35,18,Wednesday
2025-03-27,Drip Coffee,Coffee,3.25,0.55,100,Thursday
2025-03-27,Latte,Coffee,4.75,1.1,67,Thursday
2025-03-27,Cappuccino,Coffee,4.5,1.05,48,Thursday
2025-03-27,Cold Brew,Coffee,4.95,1.2,60,Thursday
2025-03-27,Espresso Shot,Coffee,2.75,0.45,22,Thursday
2025-03-27,Matcha Latte,Tea,5.25,1.6,33,Thursday
2025-03-27,Chai Latte,Tea,4.95,1.15,30,Thursday
2025-03-27,Iced Tea,Tea,3.5,0.5,20,Thursday
2025-03-27,Croissant,Pastry,3.75,1.1,34,Thursday
2025-03-27,Blueberry Muffin,Pastry,3.95,1.0,31,Thursday
2025-03-27,Avocado Toast,Food,8.5,2.6,19,Thursday
2025-03-27,Breakfast Sandwich,Food,7.25,2.4,48,Thursday
2025-03-27,Bagel & Cream Cheese,Food,4.5,1.3,24,Thursday
2025-03-27,Granola Bowl,Food,6.75,1.9,14,Thursday
2025-03-27,Bottled Water,Other,2.25,0.35,21,Thursday
2025-03-28,Drip Coffee,Coffee,3.25,0.55,105,Friday
2025-03-28,Latte,Coffee,4.75,1.1,87,Friday
2025-03-28,Cappuccino,Coffee,4.5,1.05,54,Friday
2025-03-28,Cold Brew,Coffee,4.95,1.2,61,Friday
2025-03-28,Espresso Shot,Coffee,2.75,0.45,25,Friday
2025-03-28,Matcha Latte,Tea,5.25,1.6,38,Friday
2025-03-28,Chai Latte,Tea,4.95,1.15,35,Friday
2025-03-28,Iced Tea,Tea,3.5,0.5,22,Friday
2025-03-28,Croissant,Pastry,3.75,1.1,34,Friday
2025-03-28,Blueberry Muffin,Pastry,3.95,1.0,40,Friday
2025-03-28,Avocado Toast,Food,8.5,2.6,27,Friday
2025-03-28,Breakfast Sandwich,Food,7.25,2.4,36,Friday
2025-03-28,Bagel & Cream Cheese,Food,4.5,1.3,33,Friday
2025-03-28,Granola Bowl,Food,6.75,1.9,13,Friday
2025-03-28,Bottled Water,Other,2.25,0.35,20,Friday
2025-03-29,Drip Coffee,Coffee,3.25,0.55,96,Saturday
2025-03-29,Latte,Coffee,4.75,1.1,84,Saturday
2025-03-29,Cappuccino,Coffee,4.5,1.05,47,Saturday
2025-03-29,Cold Brew,Coffee,4.95,1.2,66,Saturday
2025-03-29,Espresso Shot,Coffee,2.75,0.45,35,Saturday
2025-03-29,Matcha Latte,Tea,5.25,1.6,40,Saturday
2025-03-29,Chai Latte,Tea,4.95,1.15,39,Saturday
2025-03-29,Iced Tea,Tea,3.5,0.5,29,Saturday
2025-03-29,Croissant,Pastry,3.75,1.1,43,Saturday
2025-03-29,Blueberry Muffin,Pastry,3.95,1.0,39,Saturday
2025-03-29,Avocado Toast,Food,8.5,2.6,30,Saturday
2025-03-29,Breakfast Sandwich,Food,7.25,2.4,60,Saturday
2025-03-29,Bagel & Cream Cheese,Food,4.5,1.3,37,Saturday
2025-03-29,Granola Bowl,Food,6.75,1.9,21,Saturday
2025-03-29,Bottled Water,Other,2.25,0.35,26,Saturday
2025-03-30,Drip Coffee,Coffee,3.25,0.55,105,Sunday
2025-03-30,Latte,Coffee,4.75,1.1,61,Sunday
2025-03-30,Cappuccino,Coffee,4.5,1.05,49,Sunday
2025-03-30,Cold Brew,Coffee,4.95,1.2,62,Sunday
2025-03-30,Espresso Shot,Coffee,2.75,0.45,28,Sunday
2025-03-30,Matcha Latte,Tea,5.25,1.6,31,Sunday
2025-03-30,Chai Latte,Tea,4.95,1.15,29,Sunday
2025-03-30,Iced Tea,Tea,3.5,0.5,23,Sunday
2025-03-30,Croissant,Pastry,3.75,1.1,42,Sunday
2025-03-30,Blueberry Muffin,Pastry,3.95,1.0,27,Sunday
2025-03-30,Avocado Toast,Food,8.5,2.6,25,Sunday
2025-03-30,Breakfast Sandwich,Food,7.25,2.4,39,Sunday
2025-03-30,Bagel & Cream Cheese,Food,4.5,1.3,25,Sunday
2025-03-30,Granola Bowl,Food,6.75,1.9,16,Sunday
2025-03-30,Bottled Water,Other,2.25,0.35,19,Sunday
2025-03-31,Drip Coffee,Coffee,3.25,0.55,74,Monday
2025-03-31,Latte,Coffee,4.75,1.1,60,Monday
2025-03-31,Cappuccino,Coffee,4.5,1.05,39,Monday
2025-03-31,Cold Brew,Coffee,4.95,1.2,52,Monday
2025-03-31,Espresso Shot,Coffee,2.75,0.45,21,Monday
2025-03-31,Matcha Latte,Tea,5.25,1.6,26,Monday
2025-03-31,Chai Latte,Tea,4.95,1.15,26,Monday
2025-03-31,Iced Tea,Tea,3.5,0.5,20,Monday
2025-03-31,Croissant,Pastry,3.75,1.1,29,Monday
2025-03-31,Blueberry Muffin,Pastry,3.95,1.0,30,Monday
2025-03-31,Avocado Toast,Food,8.5,2.6,19,Monday
2025-03-31,Breakfast Sandwich,Food,7.25,2.4,48,Monday
2025-03-31,Bagel & Cream Cheese,Food,4.5,1.3,22,Monday
2025-03-31,Granola Bowl,Food,6.75,1.9,12,Monday
2025-03-31,Bottled Water,Other,2.25,0.35,17,Monday
2025-04-01,Drip Coffee,Coffee,3.25,0.55,72,Tuesday
2025-04-01,Latte,Coffee,4.75,1.1,73,Tuesday
2025-04-01,Cappuccino,Coffee,4.5,1.05,46,Tuesday
2025-04-01,Cold Brew,Coffee,4.95,1.2,50,Tuesday
2025-04-01,Espresso Shot,Coffee,2.75,0.45,24,Tuesday
2025-04-01,Matcha Latte,Tea,5.25,1.6,27,Tuesday
2025-04-01,Chai Latte,Tea,4.95,1.15,27,Tuesday
2025-04-01,Iced Tea,Tea,3.5,0.5,22,Tuesday
2025-04-01,Croissant,Pastry,3.75,1.1,37,Tuesday
2025-04-01,Blueberry Muffin,Pastry,3.95,1.0,25,Tuesday
2025-04-01,Avocado Toast,Food,8.5,2.6,25,Tuesday
2025-04-01,Breakfast Sandwich,Food,7.25,2.4,41,Tuesday
2025-04-01,Bagel & Cream Cheese,Food,4.5,1.3,26,Tuesday
2025-04-01,Granola Bowl,Food,6.75,1.9,12,Tuesday
2025-04-01,Bottled Water,Other,2.25,0.35,17,Tuesday
2025-04-02,Drip Coffee,Coffee,3.25,0.55,77,Wednesday
2025-04-02,Latte,Coffee,4.75,1.1,74,Wednesday
2025-04-02,Cappuccino,Coffee,4.5,1.05,38,Wednesday
2025-04-02,Cold Brew,Coffee,4.95,1.2,40,Wednesday
2025-04-02,Espresso Shot,Coffee,2.75,0.45,28,Wednesday
2025-04-02,Matcha Latte,Tea,5.25,1.6,31,Wednesday
2025-04-02,Chai Latte,Tea,4.95,1.15,32,Wednesday
2025-04-02,Iced Tea,Tea,3.5,0.5,20,Wednesday
2025-04-02,Croissant,Pastry,3.75,1.1,36,Wednesday
2025-04-02,Blueberry Muffin,Pastry,3.95,1.0,34,Wednesday
2025-04-02,Avocado Toast,Food,8.5,2.6,23,Wednesday
2025-04-02,Breakfast Sandwich,Food,7.25,2.4,39,Wednesday
2025-04-02,Bagel & Cream Cheese,Food,4.5,1.3,36,Wednesday
2025-04-02,Granola Bowl,Food,6.75,1.9,14,Wednesday
2025-04-02,Bottled Water,Other,2.25,0.35,18,Wednesday
2025-04-03,Drip Coffee,Coffee,3.25,0.55,108,Thursday
2025-04-03,Latte,Coffee,4.75,1.1,66,Thursday
2025-04-03,Cappuccino,Coffee,4.5,1.05,37,Thursday
2025-04-03,Cold Brew,Coffee,4.95,1.2,48,Thursday
2025-04-03,Espresso Shot,Coffee,2.75,0.45,28,Thursday
2025-04-03,Matcha Latte,Tea,5.25,1.6,34,Thursday
2025-04-03,Chai Latte,Tea,4.95,1.15,32,Thursday
2025-04-03,Iced Tea,Tea,3.5,0.5,18,Thursday
2025-04-03,Croissant,Pastry,3.75,1.1,41,Thursday
2025-04-03,Blueberry Muffin,Pastry,3.95,1.0,36,Thursday
2025-04-03,Avocado Toast,Food,8.5,2.6,23,Thursday
2025-04-03,Breakfast Sandwich,Food,7.25,2.4,40,Thursday
2025-04-03,Bagel & Cream Cheese,Food,4.5,1.3,30,Thursday
2025-04-03,Granola Bowl,Food,6.75,1.9,15,Thursday
2025-04-03,Bottled Water,Other,2.25,0.35,20,Thursday
2025-04-04,Drip Coffee,Coffee,3.25,0.55,85,Friday
2025-04-04,Latte,Coffee,4.75,1.1,79,Friday
2025-04-04,Cappuccino,Coffee,4.5,1.05,39,Friday
2025-04-04,Cold Brew,Coffee,4.95,1.2,68,Friday
2025-04-04,Espresso Shot,Coffee,2.75,0.45,31,Friday
2025-04-04,Matcha Latte,Tea,5.25,1.6,34,Friday
2025-04-04,Chai Latte,Tea,4.95,1.15,33,Friday
2025-04-04,Iced Tea,Tea,3.5,0.5,19,Friday
2025-04-04,Croissant,Pastry,3.75,1.1,44,Friday
2025-04-04,Blueberry Muffin,Pastry,3.95,1.0,33,Friday
2025-04-04,Avocado Toast,Food,8.5,2.6,26,Friday
2025-04-04,Breakfast Sandwich,Food,7.25,2.4,50,Friday
2025-04-04,Bagel & Cream Cheese,Food,4.5,1.3,27,Friday
2025-04-04,Granola Bowl,Food,6.75,1.9,18,Friday
2025-04-04,Bottled Water,Other,2.25,0.35,21,Friday
2025-04-05,Drip Coffee,Coffee,3.25,0.55,111,Saturday
2025-04-05,Latte,Coffee,4.75,1.1,97,Saturday
2025-04-05,Cappuccino,Coffee,4.5,1.05,44,Saturday
2025-04-05,Cold Brew,Coffee,4.95,1.2,77,Saturday
2025-04-05,Espresso Shot,Coffee,2.75,0.45,33,Saturday
2025-04-05,Matcha Latte,Tea,5.25,1.6,44,Saturday
2025-04-05,Chai Latte,Tea,4.95,1.15,35,Saturday
2025-04-05,Iced Tea,Tea,3.5,0.5,25,Saturday
2025-04-05,Croissant,Pastry,3.75,1.1,48,Saturday
2025-04-05,Blueberry Muffin,Pastry,3.95,1.0,39,Saturday
2025-04-05,Avocado Toast,Food,8.5,2.6,25,Saturday
2025-04-05,Breakfast Sandwich,Food,7.25,2.4,48,Saturday
2025-04-05,Bagel & Cream Cheese,Food,4.5,1.3,39,Saturday
2025-04-05,Granola Bowl,Food,6.75,1.9,18,Saturday
2025-04-05,Bottled Water,Other,2.25,0.35,21,Saturday
2025-04-06,Drip Coffee,Coffee,3.25,0.55,102,Sunday
2025-04-06,Latte,Coffee,4.75,1.1,60,Sunday
2025-04-06,Cappuccino,Coffee,4.5,1.05,33,Sunday
2025-04-06,Cold Brew,Coffee,4.95,1.2,60,Sunday
2025-04-06,Espresso Shot,Coffee,2.75,0.45,28,Sunday
2025-04-06,Matcha Latte,Tea,5.25,1.6,34,Sunday
2025-04-06,Chai Latte,Tea,4.95,1.15,28,Sunday
2025-04-06,Iced Tea,Tea,3.5,0.5,22,Sunday
2025-04-06,Croissant,Pastry,3.75,1.1,32,Sunday
2025-04-06,Blueberry Muffin,Pastry,3.95,1.0,34,Sunday
2025-04-06,Avocado Toast,Food,8.5,2.6,20,Sunday
2025-04-06,Breakfast Sandwich,Food,7.25,2.4,41,Sunday
2025-04-06,Bagel & Cream Cheese,Food,4.5,1.3,29,Sunday
2025-04-06,Granola Bowl,Food,6.75,1.9,12,Sunday
2025-04-06,Bottled Water,Other,2.25,0.35,19,Sunday
2025-04-07,Drip Coffee,Coffee,3.25,0.55,88,Monday
2025-04-07,Latte,Coffee,4.75,1.1,79,Monday
2025-04-07,Cappuccino,Coffee,4.5,1.05,31,Monday
2025-04-07,Cold Brew,Coffee,4.95,1.2,54,Monday
2025-04-07,Espresso Shot,Coffee,2.75,0.45,20,Monday
2025-04-07,Matcha Latte,Tea,5.25,1.6,24,Monday
2025-04-07,Chai Latte,Tea,4.95,1.15,32,Monday
2025-04-07,Iced Tea,Tea,3.5,0.5,21,Monday
2025-04-07,Croissant,Pastry,3.75,1.1,30,Monday
2025-04-07,Blueberry Muffin,Pastry,3.95,1.0,29,Monday
2025-04-07,Avocado Toast,Food,8.5,2.6,23,Monday
2025-04-07,Breakfast Sandwich,Food,7.25,2.4,37,Monday
2025-04-07,Bagel & Cream Cheese,Food,4.5,1.3,31,Monday
2025-04-07,Granola Bowl,Food,6.75,1.9,14,Monday
2025-04-07,Bottled Water,Other,2.25,0.35,11,Monday
2025-04-08,Drip Coffee,Coffee,3.25,0.55,78,Tuesday
2025-04-08,Latte,Coffee,4.75,1.1,61,Tuesday
2025-04-08,Cappuccino,Coffee,4.5,1.05,37,Tuesday
2025-04-08,Cold Brew,Coffee,4.95,1.2,52,Tuesday
2025-04-08,Espresso Shot,Coffee,2.75,0.45,22,Tuesday
2025-04-08,Matcha Latte,Tea,5.25,1.6,25,Tuesday
2025-04-08,Chai Latte,Tea,4.95,1.15,31,Tuesday
2025-04-08,Iced Tea,Tea,3.5,0.5,20,Tuesday
2025-04-08,Croissant,Pastry,3.75,1.1,31,Tuesday
2025-04-08,Blueberry Muffin,Pastry,3.95,1.0,31,Tuesday
2025-04-08,Avocado Toast,Food,8.5,2.6,23,Tuesday
2025-04-08,Breakfast Sandwich,Food,7.25,2.4,42,Tuesday
2025-04-08,Bagel & Cream Cheese,Food,4.5,1.3,22,Tuesday
2025-04-08,Granola Bowl,Food,6.75,1.9,15,Tuesday
2025-04-08,Bottled Water,Other,2.25,0.35,16,Tuesday
2025-04-09,Drip Coffee,Coffee,3.25,0.55,97,Wednesday
2025-04-09,Latte,Coffee,4.75,1.1,68,Wednesday
2025-04-09,Cappuccino,Coffee,4.5,1.05,29,Wednesday
2025-04-09,Cold Brew,Coffee,4.95,1.2,55,Wednesday
2025-04-09,Espresso Shot,Coffee,2.75,0.45,20,Wednesday
2025-04-09,Matcha Latte,Tea,5.25,1.6,29,Wednesday
2025-04-09,Chai Latte,Tea,4.95,1.15,28,Wednesday
2025-04-09,Iced Tea,Tea,3.5,0.5,19,Wednesday
2025-04-09,Croissant,Pastry,3.75,1.1,29,Wednesday
2025-04-09,Blueberry Muffin,Pastry,3.95,1.0,26,Wednesday
2025-04-09,Avocado Toast,Food,8.5,2.6,20,Wednesday
2025-04-09,Breakfast Sandwich,Food,7.25,2.4,37,Wednesday
2025-04-09,Bagel & Cream Cheese,Food,4.5,1.3,30,Wednesday
2025-04-09,Granola Bowl,Food,6.75,1.9,15,Wednesday
2025-04-09,Bottled Water,Other,2.25,0.35,17,Wednesday
2025-04-10,Drip Coffee,Coffee,3.25,0.55,103,Thursday
2025-04-10,Latte,Coffee,4.75,1.1,61,Thursday
2025-04-10,Cappuccino,Coffee,4.5,1.05,45,Thursday
2025-04-10,Cold Brew,Coffee,4.95,1.2,57,Thursday
2025-04-10,Espresso Shot,Coffee,2.75,0.45,27,Thursday
2025-04-10,Matcha Latte,Tea,5.25,1.6,34,Thursday
2025-04-10,Chai Latte,Tea,4.95,1.15,27,Thursday
2025-04-10,Iced Tea,Tea,3.5,0.5,23,Thursday
2025-04-10,Croissant,Pastry,3.75,1.1,37,Thursday
2025-04-10,Blueberry Muffin,Pastry,3.95,1.0,41,Thursday
2025-04-10,Avocado Toast,Food,8.5,2.6,22,Thursday
2025-04-10,Breakfast Sandwich,Food,7.25,2.4,46,Thursday
2025-04-10,Bagel & Cream Cheese,Food,4.5,1.3,29,Thursday
2025-04-10,Granola Bowl,Food,6.75,1.9,13,Thursday
2025-04-10,Bottled Water,Other,2.25,0.35,22,Thursday
2025-04-11,Drip Coffee,Coffee,3.25,0.55,85,Friday
2025-04-11,Latte,Coffee,4.75,1.1,59,Friday
2025-04-11,Cappuccino,Coffee,4.5,1.05,51,Friday
2025-04-11,Cold Brew,Coffee,4.95,1.2,71,Friday
2025-04-11,Espresso Shot,Coffee,2.75,0.45,29,Friday
2025-04-11,Matcha Latte,Tea,5.25,1.6,33,Friday
2025-04-11,Chai Latte,Tea,4.95,1.15,38,Friday
2025-04-11,Iced Tea,Tea,3.5,0.5,25,Friday
2025-04-11,Croissant,Pastry,3.75,1.1,37,Friday
2025-04-11,Blueberry Muffin,Pastry,3.95,1.0,38,Friday
2025-04-11,Avocado Toast,Food,8.5,2.6,22,Friday
2025-04-11,Breakfast Sandwich,Food,7.25,2.4,41,Friday
2025-04-11,Bagel & Cream Cheese,Food,4.5,1.3,26,Friday
2025-04-11,Granola Bowl,Food,6.75,1.9,12,Friday
2025-04-11,Bottled Water,Other,2.25,0.35,18,Friday
2025-04-12,Drip Coffee,Coffee,3.25,0.55,127,Saturday
2025-04-12,Latte,Coffee,4.75,1.1,79,Saturday
2025-04-12,Cappuccino,Coffee,4.5,1.05,49,Saturday
2025-04-12,Cold Brew,Coffee,4.95,1.2,62,Saturday
2025-04-12,Espresso Shot,Coffee,2.75,0.45,36,Saturday
2025-04-12,Matcha Latte,Tea,5.25,1.6,39,Saturday
2025-04-12,Chai Latte,Tea,4.95,1.15,39,Saturday
2025-04-12,Iced Tea,Tea,3.5,0.5,26,Saturday
2025-04-12,Croissant,Pastry,3.75,1.1,39,Saturday
2025-04-12,Blueberry Muffin,Pastry,3.95,1.0,34,Saturday
2025-04-12,Avocado Toast,Food,8.5,2.6,31,Saturday
2025-04-12,Breakfast Sandwich,Food,7.25,2.4,49,Saturday
2025-04-12,Bagel & Cream Cheese,Food,4.5,1.3,37,Saturday
2025-04-12,Granola Bowl,Food,6.75,1.9,11,Saturday
2025-04-12,Bottled Water,Other,2.25,0.35,27,Saturday
2025-04-13,Drip Coffee,Coffee,3.25,0.55,88,Sunday
2025-04-13,Latte,Coffee,4.75,1.1,97,Sunday
2025-04-13,Cappuccino,Coffee,4.5,1.05,41,Sunday
2025-04-13,Cold Brew,Coffee,4.95,1.2,61,Sunday
2025-04-13,Espresso Shot,Coffee,2.75,0.45,30,Sunday
2025-04-13,Matcha Latte,Tea,5.25,1.6,30,Sunday
2025-04-13,Chai Latte,Tea,4.95,1.15,34,Sunday
2025-04-13,Iced Tea,Tea,3.5,0.5,20,Sunday
2025-04-13,Croissant,Pastry,3.75,1.1,44,Sunday
2025-04-13,Blueberry Muffin,Pastry,3.95,1.0,36,Sunday
2025-04-13,Avocado Toast,Food,8.5,2.6,26,Sunday
2025-04-13,Breakfast Sandwich,Food,7.25,2.4,38,Sunday
2025-04-13,Bagel & Cream Cheese,Food,4.5,1.3,28,Sunday
2025-04-13,Granola Bowl,Food,6.75,1.9,16,Sunday
2025-04-13,Bottled Water,Other,2.25,0.35,15,Sunday
2025-04-14,Drip Coffee,Coffee,3.25,0.55,75,Monday
2025-04-14,Latte,Coffee,4.75,1.1,74,Monday
2025-04-14,Cappuccino,Coffee,4.5,1.05,32,Monday
2025-04-14,Cold Brew,Coffee,4.95,1.2,60,Monday
2025-04-14,Espresso Shot,Coffee,2.75,0.45,22,Monday
2025-04-14,Matcha Latte,Tea,5.25,1.6,30,Monday
2025-04-14,Chai Latte,Tea,4.95,1.15,23,Monday
2025-04-14,Iced Tea,Tea,3.5,0.5,20,Monday
2025-04-14,Croissant,Pastry,3.75,1.1,35,Monday
2025-04-14,Blueberry Muffin,Pastry,3.95,1.0,32,Monday
2025-04-14,Avocado Toast,Food,8.5,2.6,24,Monday
2025-04-14,Breakfast Sandwich,Food,7.25,2.4,42,Monday
2025-04-14,Bagel & Cream Cheese,Food,4.5,1.3,25,Monday
2025-04-14,Granola Bowl,Food,6.75,1.9,11,Monday
2025-04-14,Bottled Water,Other,2.25,0.35,20,Monday
2025-04-15,Drip Coffee,Coffee,3.25,0.55,68,Tuesday
2025-04-15,Latte,Coffee,4.75,1.1,63,Tuesday
2025-04-15,Cappuccino,Coffee,4.5,1.05,41,Tuesday
2025-04-15,Cold Brew,Coffee,4.95,1.2,55,Tuesday
2025-04-15,Espresso Shot,Coffee,2.75,0.45,28,Tuesday
2025-04-15,Matcha Latte,Tea,5.25,1.6,28,Tuesday
2025-04-15,Chai Latte,Tea,4.95,1.15,21,Tuesday
2025-04-15,Iced Tea,Tea,3.5,0.5,18,Tuesday
2025-04-15,Croissant,Pastry,3.75,1.1,34,Tuesday
2025-04-15,Blueberry Muffin,Pastry,3.95,1.0,27,Tuesday
2025-04-15,Avocado Toast,Food,8.5,2.6,24,Tuesday
2025-04-15,Breakfast Sandwich,Food,7.25,2.4,35,Tuesday
2025-04-15,Bagel & Cream Cheese,Food,4.5,1.3,20,Tuesday
2025-04-15,Granola Bowl,Food,6.75,1.9,14,Tuesday
2025-04-15,Bottled Water,Other,2.25,0.35,15,Tuesday
2025-04-16,Drip Coffee,Coffee,3.25,0.55,102,Wednesday
2025-04-16,Latte,Coffee,4.75,1.1,72,Wednesday
2025-04-16,Cappuccino,Coffee,4.5,1.05,33,Wednesday
2025-04-16,Cold Brew,Coffee,4.95,1.2,62,Wednesday
2025-04-16,Espresso Shot,Coffee,2.75,0.45,32,Wednesday
2025-04-16,Matcha Latte,Tea,5.25,1.6,23,Wednesday
2025-04-16,Chai Latte,Tea,4.95,1.15,31,Wednesday
2025-04-16,Iced Tea,Tea,3.5,0.5,21,Wednesday
2025-04-16,Croissant,Pastry,3.75,1.1,36,Wednesday
2025-04-16,Blueberry Muffin,Pastry,3.95,1.0,31,Wednesday
2025-04-16,Avocado Toast,Food,8.5,2.6,23,Wednesday
2025-04-16,Breakfast Sandwich,Food,7.25,2.4,35,Wednesday
2025-04-16,Bagel & Cream Cheese,Food,4.5,1.3,30,Wednesday
2025-04-16,Granola Bowl,Food,6.75,1.9,12,Wednesday
2025-04-16,Bottled Water,Other,2.25,0.35,22,Wednesday
2025-04-17,Drip Coffee,Coffee,3.25,0.55,106,Thursday
2025-04-17,Latte,Coffee,4.75,1.1,63,Thursday
2025-04-17,Cappuccino,Coffee,4.5,1.05,42,Thursday
2025-04-17,Cold Brew,Coffee,4.95,1.2,68,Thursday
2025-04-17,Espresso Shot,Coffee,2.75,0.45,25,Thursday
2025-04-17,Matcha Latte,Tea,5.25,1.6,31,Thursday
2025-04-17,Chai Latte,Tea,4.95,1.15,28,Thursday
2025-04-17,Iced Tea,Tea,3.5,0.5,24,Thursday
2025-04-17,Croissant,Pastry,3.75,1.1,34,Thursday
2025-04-17,Blueberry Muffin,Pastry,3.95,1.0,31,Thursday
2025-04-17,Avocado Toast,Food,8.5,2.6,25,Thursday
2025-04-17,Breakfast Sandwich,Food,7.25,2.4,39,Thursday
2025-04-17,Bagel & Cream Cheese,Food,4.5,1.3,24,Thursday
2025-04-17,Granola Bowl,Food,6.75,1.9,12,Thursday
2025-04-17,Bottled Water,Other,2.25,0.35,15,Thursday
2025-04-18,Drip Coffee,Coffee,3.25,0.55,84,Friday
2025-04-18,Latte,Coffee,4.75,1.1,64,Friday
2025-04-18,Cappuccino,Coffee,4.5,1.05,42,Friday
2025-04-18,Cold Brew,Coffee,4.95,1.2,66,Friday
2025-04-18,Espresso Shot,Coffee,2.75,0.45,29,Friday
2025-04-18,Matcha Latte,Tea,5.25,1.6,31,Friday
2025-04-18,Chai Latte,Tea,4.95,1.15,28,Friday
2025-04-18,Iced Tea,Tea,3.5,0.5,20,Friday
2025-04-18,Croissant,Pastry,3.75,1.1,34,Friday
2025-04-18,Blueberry Muffin,Pastry,3.95,1.0,29,Friday
2025-04-18,Avocado Toast,Food,8.5,2.6,27,Friday
2025-04-18,Breakfast Sandwich,Food,7.25,2.4,36,Friday
2025-04-18,Bagel & Cream Cheese,Food,4.5,1.3,30,Friday
2025-04-18,Granola Bowl,Food,6.75,1.9,15,Friday
2025-04-18,Bottled Water,Other,2.25,0.35,27,Friday
2025-04-19,Drip Coffee,Coffee,3.25,0.55,87,Saturday
2025-04-19,Latte,Coffee,4.75,1.1,93,Saturday
2025-04-19,Cappuccino,Coffee,4.5,1.05,50,Saturday
2025-04-19,Cold Brew,Coffee,4.95,1.2,65,Saturday
2025-04-19,Espresso Shot,Coffee,2.75,0.45,34,Saturday
2025-04-19,Matcha Latte,Tea,5.25,1.6,40,Saturday
2025-04-19,Chai Latte,Tea,4.95,1.15,32,Saturday
2025-04-19,Iced Tea,Tea,3.5,0.5,27,Saturday
2025-04-19,Croissant,Pastry,3.75,1.1,48,Saturday
2025-04-19,Blueberry Muffin,Pastry,3.95,1.0,45,Saturday
2025-04-19,Avocado Toast,Food,8.5,2.6,27,Saturday
2025-04-19,Breakfast Sandwich,Food,7.25,2.4,58,Saturday
2025-04-19,Bagel & Cream Cheese,Food,4.5,1.3,33,Saturday
2025-04-19,Granola Bowl,Food,6.75,1.9,14,Saturday
2025-04-19,Bottled Water,Other,2.25,0.35,25,Saturday
2025-04-20,Drip Coffee,Coffee,3.25,0.55,93,Sunday
2025-04-20,Latte,Coffee,4.75,1.1,69,Sunday
2025-04-20,Cappuccino,Coffee,4.5,1.05,49,Sunday
2025-04-20,Cold Brew,Coffee,4.95,1.2,57,Sunday
2025-04-20,Espresso Shot,Coffee,2.75,0.45,31,Sunday
2025-04-20,Matcha Latte,Tea,5.25,1.6,33,Sunday
2025-04-20,Chai Latte,Tea,4.95,1.15,34,Sunday
